model,m,n,hole_ratio,N_nodes,ilp_size,ilp_coverage,ilp_status,ilp_status_class,ilp_optimal,ilp_success,ilp_attempted,ilp_fallback,ilp_time_sec,greedy_size,greedy_coverage,gnn_size,gnn_coverage,completion_mode,gap_greedy_vs_ilp_ref,gap_gnn_vs_ilp_ref,ilp_gap_ref,figure_path
GCN,10,10,0.30000000000000004,70,13,1.0,Optimal,OPTIMAL,1,1,1,0,0.8458579999860376,16,1.0,13,1.0,beam,3,0,ILP_OPT,D:\Dom-SupergridGrid_v38\4Results\Figures_size_all_holes\compare_3methods_GCN_20260902_120350.png
